head0_head0_trans_x,head0_head0_trans_y,head0_head0_ori_y,head0_head0_ori_w,head0_head1_trans_x,head0_head1_trans_z,head0_head1_ori_y,head0_head2_trans_x,head0_head2_ori_x,head0_AU26,Class_P0,ClassP2
0,0,0,1,-0.9087721,0.512191205,0.318467395,-0.472258691,0.144227785,0,FALSE,TRUE
0,0,0,1,-0.929174452,0.500339266,0.315260616,-0.474023498,0.12536939,0,FALSE,TRUE
0,0,0,1,-0.971546222,0.408305886,0.299716228,-0.480450595,0.250928679,1,FALSE,TRUE
0,0,0,1,-0.971546222,0.408305886,0.299716228,-0.466610937,0.362803571,0,FALSE,TRUE
0,0,0,1,-0.971546222,0.408305886,0.299716228,-0.367270329,0.477189912,0,FALSE,TRUE
0,0,0,1,-0.971546222,0.408305886,0.299716228,-0.403241102,0.502692097,0,FALSE,FALSE
0,0,0,1,-1.224315221,0.144495757,0.370202541,-0.555001624,0.192215943,0,FALSE,FALSE
0,0,0,1,-1.206100292,0.20838708,0.396055637,-0.534660221,0.081978105,0,FALSE,FALSE
0,0,0,1,-1.205529796,0.200458116,0.413690189,-0.493055791,0.066082219,0,FALSE,FALSE
0,0,0,1,-1.141796939,0.272433467,0.429314698,-0.466119663,0.116250791,0,FALSE,TRUE
0,0,0,1,-0.772890926,0.829255921,0.42502197,-0.471870763,0.113928589,0,FALSE,TRUE
0,0,0,1,-0.793621981,0.798360869,0.390612401,-0.484722911,0.116933709,0,FALSE,TRUE
0,0,0,1,-1.180688654,0.275569612,0.266047423,-0.476546274,0.096111429,0,FALSE,TRUE
0,0,0,1,-1.192910317,0.239162822,0.248219195,-0.492392245,0.113036642,0,FALSE,TRUE
0,0,0,1,-1.205301698,0.121375658,0.174150202,-0.51083119,0.167237554,0,FALSE,TRUE
0,0,0,1,-1.226530533,0.008893756,0.161863109,-0.537192074,0.199682699,0,FALSE,TRUE
0,0,0,1,-1.224692557,-0.011897829,0.153380785,-0.540782592,0.209551764,0,FALSE,TRUE
0,0,0,1,-1.223229714,-0.058875416,0.139526124,-0.545384809,0.222036873,0,FALSE,TRUE
0,0,0,1,-1.227289958,-0.125091707,0.110032987,-0.548937688,0.23421831,0,FALSE,TRUE
0,0,0,1,-1.227289958,-0.125091707,0.110032987,-0.548937688,0.23421831,0,FALSE,TRUE
0,0,0,1,-1.203984293,0.076272909,0.159955486,-0.54889645,0.238958714,0,FALSE,TRUE
0,0,0,1,-1.097119737,-0.451647841,0.100093131,-0.511244619,0.346152013,0,FALSE,TRUE
0,0,0,1,-1.097119737,-0.451647841,0.100093131,-0.511244619,0.346152013,0,FALSE,TRUE
0,0,0,1,-1.097119737,-0.451647841,0.100093131,-0.511244619,0.346152013,0,FALSE,FALSE
0,0,0,1,-1.159203373,0.127532534,0.391757268,-0.502454245,0.003216123,1,FALSE,FALSE
0,0,0,1,-1.183209225,0.1094548,0.235976469,-0.48614164,-0.03131118,1,FALSE,FALSE
0,0,0,1,-1.219403728,0.121796485,0.241495994,-0.520282363,-0.047656557,0,FALSE,FALSE
0,0,0,1,-1.198131777,-0.152553443,0.210564153,-0.475887362,0.069485848,0,FALSE,FALSE
0,0,0,1,-1.198131777,-0.152553443,0.210564153,-0.475887362,0.069485848,0,FALSE,FALSE
0,0,0,1,-1.158628096,0.171131809,0.54870709,-0.44297444,0.036202094,0,FALSE,FALSE
0,0,0,1,-1.286298719,-0.028734838,0.322289589,-0.459830228,0.175704254,1,FALSE,FALSE
0,0,0,1,-1.120461355,0.20058837,0.227829574,-0.436274963,0.20858401,1,FALSE,FALSE
0,0,0,1,-1.130349937,0.161157199,0.196182414,-0.366946582,0.474268164,0,FALSE,FALSE
0,0,0,1,-1.133439149,0.147871455,0.191442971,-0.366946582,0.474268164,0,FALSE,FALSE
0,0,0,1,-1.100641563,0.182229754,0.188256646,-0.366946582,0.474268164,0,FALSE,FALSE
0,0,0,1,-1.108626239,0.117449215,0.185513929,-0.408017967,0.3801809,0,FALSE,FALSE
0,0,0,1,-1.154764136,0.299779662,0.402270786,-1.014938067,-0.035901848,0,TRUE,FALSE
0,0,0,1,-1.113360214,0.272936969,0.333494146,-0.585173557,-0.125414919,0,TRUE,FALSE
0,0,0,1,-1.141017169,0.136196269,0.251903238,-0.557935983,-0.16877872,0,TRUE,FALSE
0,0,0,1,-1.141017169,0.136196269,0.251903238,-0.557935983,-0.16877872,0,TRUE,FALSE
0,0,0,1,-1.141017169,0.136196269,0.251903238,-0.557935983,-0.16877872,0,TRUE,FALSE
0,0,0,1,-0.613291673,-0.069593151,0.094599085,0.512648485,-0.165783007,0,TRUE,FALSE
0,0,0,1,-0.649100786,-0.168269225,0.097693856,0.499839481,-0.062752613,0,TRUE,FALSE
0,0,0,1,-0.641734737,-0.183508809,0.07544173,0.498362485,-0.057871571,0,TRUE,FALSE
0,0,0,1,-0.642417882,-0.181533119,0.084184034,0.503295135,-0.042104171,0,TRUE,FALSE
0,0,0,1,-0.624667223,-0.109001134,0.080231231,0.506359113,-0.023094328,0,TRUE,FALSE
0,0,0,1,-0.639963446,-0.139636665,0.084476954,0.512292045,0.061998569,0,TRUE,FALSE
0,0,0,1,-0.646332577,-0.178631156,0.077006416,0.505770388,0.061534472,0,TRUE,FALSE
0,0,0,1,-0.642448775,-0.166940401,0.084163528,0.509435348,0.045008195,0,TRUE,FALSE
0,0,0,1,-0.618225959,-0.118309201,0.036286248,0.512774284,-0.0501924,0,TRUE,FALSE
0,0,0,1,-0.50008156,0.23408992,0.315282528,0.611301189,0.160441033,0,TRUE,FALSE
0,0,0,1,-0.414631503,0.468731688,0.259033133,0.607667244,-0.131445296,0,TRUE,FALSE
0,0,0,1,-0.543927574,0.123585571,0.320399462,0.624756079,0.1939899,0,TRUE,FALSE
0,0,0,1,-0.429081876,0.350585855,0.501177962,0.735823797,0.289072501,0,TRUE,FALSE
0,0,0,1,-0.683088008,-0.104177584,0.104967843,0.479512615,0.069197441,0,TRUE,FALSE
0,0,0,1,-0.689352054,-0.153607127,0.059346836,0.571678284,-0.175115715,0,TRUE,FALSE
0,0,0,1,-0.619888157,0.01174988,0.071664032,0.581689795,-0.178854277,0,TRUE,FALSE
0,0,0,1,-0.614004183,0.009100664,0.136445546,0.585237033,-0.122195618,0,TRUE,FALSE
0,0,0,1,-0.762004658,-0.290359273,0.259764359,0.568912237,-0.126371959,0,TRUE,FALSE
0,0,0,1,-0.653939561,0.001490142,0.427546084,0.56132741,-0.081763653,1,TRUE,FALSE
0,0,0,1,-0.684597079,-0.121206101,0.372469662,0.56132741,-0.081763653,0,TRUE,FALSE
0,0,0,1,-0.684597079,-0.121206101,0.372469662,0.56132741,-0.081763653,0,TRUE,FALSE
0,0,0,1,-1.217225208,0.006270584,0.614744424,-0.466077403,0.103709452,0,TRUE,FALSE
0,0,0,1,-1.153364457,0.366278479,0.503559288,-0.525127193,0.19142821,0,TRUE,FALSE
0,0,0,1,-1.151596655,0.20703117,0.384755086,-0.470193947,0.116104111,0,TRUE,FALSE
0,0,0,1,-1.198505442,0.096166187,0.365147221,-0.456213627,0.105343074,0,FALSE,FALSE
0,0,0,1,-1.069406336,-0.068316855,0.304896815,-0.439710532,0.486233185,0,FALSE,FALSE
0,0,0,1,-1.134402649,0.344729473,0.435952847,-0.496885259,-0.073162302,0,FALSE,FALSE
0,0,0,1,-1.180499103,0.239652866,0.449864095,-0.496885259,-0.073162302,0,FALSE,FALSE
0,0,0,1,-1.180499103,0.239652866,0.449864095,-0.496885259,-0.073162302,0,FALSE,FALSE
0,0,0,1,-1.121548178,0.176405302,0.503304936,-0.577374171,-0.086128063,0,FALSE,FALSE
0,0,0,1,-0.953706803,-0.684765904,0.083711588,-0.318861518,-0.255785777,0,TRUE,FALSE
0,0,0,1,-0.953706803,-0.684765904,0.083711588,-0.318861518,-0.255785777,0,TRUE,FALSE
0,0,0,1,-0.953706803,-0.684765904,0.083711588,-0.318861518,-0.255785777,0,TRUE,FALSE
0,0,0,1,-1.173976205,0.320465465,0.402169156,-0.273300972,-0.145542913,0,TRUE,FALSE
0,0,0,1,-1.173976205,0.320465465,0.402169156,-0.273300972,-0.145542913,0,TRUE,FALSE
0,0,0,1,-0.99960713,0.485945664,0.375130737,0.193544907,-0.301061037,0,TRUE,FALSE
0,0,0,1,-0.99960713,0.485945664,0.375130737,0.193544907,-0.301061037,0,TRUE,FALSE
0,0,0,1,-0.610690752,0.04460104,0.037703159,0.325975623,-0.085924193,0,TRUE,FALSE
0,0,0,1,-0.533470068,0.175296276,0.096020763,0.363112398,-0.096309239,0,TRUE,FALSE
0,0,0,1,-0.623444857,0.103075884,0.283367826,0.24910019,-0.081530435,0,TRUE,FALSE
0,0,0,1,-0.569769685,0.19247689,0.257094908,0.24910019,-0.081530435,0,TRUE,FALSE
0,0,0,1,-0.507262755,0.299764348,0.371296171,0.325529214,0.230740649,0,TRUE,FALSE
0,0,0,1,-0.787055482,0.070356571,0.333849928,0.211904428,-0.016628238,0,TRUE,FALSE
0,0,0,1,-0.583459372,0.094757482,0.300206674,0.470640908,-0.00608769,0,TRUE,FALSE
0,0,0,1,-0.574429092,0.142047674,0.253143047,0.555956358,-0.03478889,0,TRUE,FALSE
0,0,0,1,-0.608701916,-0.045238438,0.364042882,0.56524617,0.068524219,0,TRUE,FALSE
0,0,0,1,-0.617308723,-0.055851017,0.402257376,0.552683918,0.100197458,0,TRUE,FALSE
0,0,0,1,-0.625990047,0.030731799,0.393098802,0.606752589,0.218941486,0,TRUE,FALSE
0,0,0,1,-0.658791629,0.001566111,0.244081939,0.419263695,-0.054821738,0,TRUE,FALSE
0,0,0,1,-0.539955296,-0.405761405,-0.065435787,0.671493494,-0.065067,0,TRUE,FALSE
0,0,0,1,-0.566675835,0.104043129,0.359581095,0.669416754,-0.032346819,0,TRUE,FALSE
0,0,0,1,-0.526980005,0.403571381,0.3981182,0.936625997,-0.012056854,0,TRUE,FALSE
0,0,0,1,-1.031780096,-0.082818509,0.569654427,0.879278381,0.211139668,0,FALSE,FALSE
0,0,0,1,-1.031780096,-0.082818509,0.569654427,0.867975443,0.258821863,0,,FALSE
0,0,0,1,-1.031780096,-0.082818509,0.569654427,0.972597257,0.275010395,,TRUE,FALSE
0,0,0,1,0.612129875,0.296055089,-0.021663622,1.285674639,0.326184468,0,TRUE,TRUE
0,0,0,1,0.559801727,0.251668214,-0.336098994,0.937504556,0.004572166,0,TRUE,TRUE
0,0,0,1,0.608563015,0.067127187,-0.311935953,1.083088183,0.161869584,0,TRUE,TRUE
0,0,0,1,0.578051522,0.17383369,-0.08466176,1.103618426,0.095523688,0,TRUE,TRUE
0,0,0,1,0.578051522,0.17383369,-0.08466176,1.103618426,0.095523688,0,TRUE,TRUE
0,0,0,1,0.578051522,0.17383369,-0.08466176,1.103618426,0.095523688,0,TRUE,TRUE
0,0,0,1,0.578051522,0.17383369,-0.08466176,1.103618426,0.095523688,0,TRUE,TRUE
0,0,0,1,0.578051522,0.17383369,-0.08466176,1.103618426,0.095523688,0,TRUE,TRUE
0,0,0,1,0.578051522,0.17383369,-0.08466176,1.103618426,0.095523688,0,TRUE,TRUE
0,0,0,1,-0.561579818,0.222797787,0.129647254,0.016447865,0.586471917,0,FALSE,TRUE
0,0,0,1,-0.640369747,0.12958879,0.022296246,-0.125185756,0.522927337,0,FALSE,TRUE
0,0,0,1,0.575889768,0.368977745,-0.167768811,1.218087372,-0.16771196,0,FALSE,TRUE
0,0,0,1,0.555002855,0.40248777,-0.172234775,1.161318865,-0.213816295,0,FALSE,TRUE
0,0,0,1,0.569850319,0.183890142,-0.094622349,1.194989817,-0.253893837,0,FALSE,TRUE
0,0,0,1,0.56086185,0.117607453,-0.082527669,1.23117952,-0.216118225,0,FALSE,TRUE
0,0,0,1,0.634812954,0.290236195,0.110489247,1.270747911,-0.189345255,1,FALSE,TRUE
0,0,0,1,0.610335494,0.220873535,0.086034312,1.357665819,-0.118707192,1,FALSE,TRUE
0,0,0,1,0.641525425,-0.176810798,0.042014729,1.491559291,0.020608403,1,FALSE,TRUE
0,0,0,1,0.422016961,0.357903541,-0.333257045,1.605060367,0.069161118,0,FALSE,FALSE
0,0,0,1,0.524757416,0.457547176,-0.258060856,0.99144679,-0.128921663,0,FALSE,FALSE
0,0,0,1,0.557584676,0.345780731,-0.208864026,1.057444526,-0.019061951,0,FALSE,FALSE
0,0,0,1,0.524854249,0.38382876,-0.321462415,1.057444526,-0.019061951,0,FALSE,FALSE
0,0,0,1,0.794705097,0.68291193,-0.11500428,0.545450495,-0.024359704,0,TRUE,FALSE
0,0,0,1,0.794705097,0.68291193,-0.11500428,0.674185291,-0.108043688,1,TRUE,FALSE
0,0,0,1,0.794705097,0.68291193,-0.11500428,0.568422917,-0.183857662,0,TRUE,FALSE
0,0,0,1,0.794705097,0.68291193,-0.11500428,0.568422917,-0.183857662,0,TRUE,FALSE
0,0,0,1,0.794705097,0.68291193,-0.11500428,0.568422917,-0.183857662,,TRUE,FALSE
0,0,0,1,-0.629111885,-0.164933163,-0.031712612,0.608161802,0.12008992,1,FALSE,FALSE
0,0,0,1,-0.597261351,-0.064792043,-0.02041913,0.600369838,0.077593283,0,FALSE,FALSE
0,0,0,1,-0.597316634,-0.113940185,0.153563829,0.613530626,-0.017203668,0,FALSE,FALSE
0,0,0,1,-0.530561664,0.072592735,0.480046481,0.527459037,-0.050644963,0,FALSE,FALSE
0,0,0,1,-0.528218444,-0.003539739,0.302210377,0.511749827,-0.026058795,0,FALSE,FALSE
0,0,0,1,-0.528218444,-0.003539739,0.302210377,0.527855634,-0.033284777,0,FALSE,FALSE
0,0,0,1,-0.58838232,0.014780164,0.111057882,0.517482672,-0.035582594,0,FALSE,FALSE
0,0,0,1,-0.417241662,0.341662658,0.290686449,0.495645116,-0.087864744,1,FALSE,FALSE
0,0,0,1,-0.50289098,0.298270709,0.300472956,0.558103495,0.282142695,0,FALSE,FALSE
0,0,0,1,-0.50289098,0.298270709,0.300472956,0.558103495,0.282142695,0,FALSE,FALSE
0,0,0,1,0.389167301,0.350454605,-0.122276622,-0.554910301,-0.260346487,0,FALSE,FALSE
0,0,0,1,0.499763735,0.210303631,0.082815809,-0.742963791,0.031198724,0,FALSE,FALSE
0,0,0,1,-0.566012855,0.012836643,0.281438512,-0.774137046,-0.004024599,0,FALSE,FALSE
0,0,0,1,-0.594405864,0.080232597,0.222822892,-0.774137046,-0.004024599,0,FALSE,FALSE
0,0,0,1,-0.64527742,-0.068512129,0.21668005,0.568552335,0.034304421,0,FALSE,FALSE
0,0,0,1,-0.486517226,0.246894276,0.330763853,0.514646211,-0.013595514,0,TRUE,FALSE
0,0,0,1,-0.534973571,0.063234347,0.307211607,0.460021714,-0.143344999,0,TRUE,FALSE
0,0,0,1,-0.65692179,0.076638988,0.189880509,0.493130666,0.067081565,0,FALSE,FALSE
0,0,0,1,-0.631507462,-0.45952056,0.153989734,0.493130666,0.067081565,1,FALSE,FALSE
0,0,0,1,-0.582226574,-0.456755341,0.13381685,0.493130666,0.067081565,0,FALSE,FALSE
0,0,0,1,-0.482574442,-0.450794973,0.131259119,0.493130666,0.067081565,0,FALSE,FALSE
0,0,0,1,-0.553669819,-0.250490608,0.201709965,0.493130666,0.067081565,0,FALSE,FALSE
0,0,0,1,-0.59059611,-0.237224817,0.134328543,0.493130666,0.067081565,0,FALSE,FALSE
0,0,0,1,-0.615730484,-0.157748283,0.141658859,0.493130666,0.067081565,0,FALSE,FALSE
0,0,0,1,-0.630538276,-0.300509124,0.304192322,0.493130666,0.067081565,0,FALSE,FALSE
0,0,0,1,-0.630538276,-0.300509124,0.304192322,0.493130666,0.067081565,0,FALSE,FALSE
0,0,0,1,-0.636233211,-0.02018,0.373350486,0.493130666,0.067081565,0,FALSE,FALSE
0,0,0,1,-0.59937165,0.013644894,0.387509757,0.493130666,0.067081565,0,FALSE,FALSE
0,0,0,1,-0.708256262,-0.186869038,0.39338549,0.493130666,0.067081565,0,FALSE,FALSE
0,0,0,1,-0.70729025,-0.151654782,0.356432246,0.493130666,0.067081565,0,FALSE,FALSE
0,0,0,1,-0.76602415,-0.337798611,0.284857168,0.40054417,0.002812857,1,FALSE,FALSE
0,0,0,1,-0.844667397,-0.190754144,0.53712495,-0.051008878,0.067406673,0,FALSE,FALSE
0,0,0,1,-0.755704932,-0.374409972,0.450480016,0.174683729,-0.043399657,0,FALSE,FALSE
0,0,0,1,-0.755704932,-0.374409972,0.450480016,0.174683729,-0.043399657,0,FALSE,FALSE
0,0,0,1,-0.646215398,-0.006716016,0.193272743,0.331367969,0.211318559,1,FALSE,FALSE
0,0,0,1,-0.638391993,-0.120949975,0.409838093,0.458145515,0.150598166,0,FALSE,FALSE
0,0,0,1,-0.601302832,0.064486851,0.23232564,0.377043474,0.105070334,0,FALSE,FALSE
0,0,0,1,-0.610858428,0.154868103,0.213002209,0.327443922,0.048368082,0,FALSE,FALSE
0,0,0,1,-0.655367279,-0.219175892,-0.087340495,0.519432989,-0.113713671,0,FALSE,FALSE
0,0,0,1,-0.644037428,-0.13238554,-0.09534318,0.323380766,-0.255467906,0,FALSE,FALSE
0,0,0,1,-0.644037428,-0.13238554,-0.09534318,0.323380766,-0.255467906,1,FALSE,FALSE
0,0,0,1,-0.537485234,-0.386614312,0.006168054,0.435566513,-0.296367189,0,FALSE,FALSE
0,0,0,1,-0.526886518,-0.226119169,0.111070906,0.435566513,-0.296367189,0,FALSE,FALSE
0,0,0,1,-0.526886518,-0.226119169,0.111070906,0.435566513,-0.296367189,,FALSE,FALSE
0,0,0,1,-1.210221864,0.036067714,0.416720091,-0.749012011,0.02407766,0,FALSE,FALSE
0,0,0,1,-1.19947904,-0.214118996,0.305179276,-0.575003551,-0.064010577,0,FALSE,FALSE
0,0,0,1,-1.21942117,-0.068469973,0.477038023,-0.638939044,0.084377935,0,FALSE,FALSE
0,0,0,1,-0.896160995,0.549736235,0.366714391,-0.247430484,-0.175654301,0,FALSE,FALSE
0,0,0,1,0.611028153,0.31276081,-0.173798745,0.620013865,-0.009704983,0,FALSE,FALSE
0,0,0,1,0.360298834,0.62913204,-0.395269356,0.496994724,-0.062459501,0,FALSE,FALSE
0,0,0,1,0.368829742,0.623253665,-0.42843546,0.571686408,-0.062859344,0,FALSE,FALSE
0,0,0,1,0.381217116,0.606228431,-0.431118138,0.505276732,0.043299762,0,FALSE,FALSE
0,0,0,1,0.440277466,0.545289192,-0.493026117,0.49982277,-0.118703255,0,FALSE,FALSE
0,0,0,1,0.440277466,0.545289192,-0.493026117,0.951678936,-0.154393586,1,FALSE,FALSE
0,0,0,1,0.440277466,0.545289192,-0.493026117,0.988360268,-0.17913675,0,FALSE,FALSE
0,0,0,1,0.440277466,0.545289192,-0.493026117,1.145157366,-0.197644526,0,FALSE,FALSE
0,0,0,1,0.440277466,0.545289192,-0.493026117,1.175406608,-0.148218379,0,FALSE,FALSE
0,0,0,1,0.440277466,0.545289192,-0.493026117,1.219528334,-0.061906816,0,FALSE,FALSE
0,0,0,1,0.440277466,0.545289192,-0.493026117,1.221994014,-0.070014316,0,FALSE,FALSE
0,0,0,1,0.690143357,0.336661666,-0.068281501,1.212293329,-0.080698899,0,FALSE,FALSE
0,0,0,1,0.687544489,0.402082916,-0.097682913,1.222579218,-0.007948968,0,FALSE,FALSE
0,0,0,1,0.670844323,0.063771,0.012439456,1.206748099,-0.045690822,0,FALSE,FALSE
0,0,0,1,0.599465008,-0.088724049,-0.065430529,1.185817724,0.028412351,0,FALSE,FALSE
0,0,0,1,0.665895172,0.13907889,-0.119380348,1.219673835,-0.018320649,0,FALSE,FALSE
0,0,0,1,0.552974752,0.385797502,-0.298403589,1.01792594,-0.046599379,0,FALSE,FALSE
0,0,0,1,0.552974752,0.385797502,-0.298403589,1.01792594,-0.046599379,0,FALSE,FALSE
0,0,0,1,0.562379283,0.320995033,-0.336917612,0.96746302,-0.016342534,0,FALSE,FALSE
