head1_head0_trans_x,head1_head0_trans_y,,,,,head1_head0_ori_w,head1_head1_trans_x,head1_head1_ori_x,head1_head1_ori_y,head1_head2_trans_z,head1_AU07,,head1_AU09,head1_AU12,ClassP1,Class_P0
-0.582752192,0.008862512,,,,,0.995926995,0,0,0,0.119520187,0,,0,0,FALSE,FALSE
-0.6818384,-0.001275141,,,,,0.989533204,0,0,0,0.046871817,0,,0,0,FALSE,FALSE
-0.677243881,0.043127981,,,,,0.953401427,0,0,0,-0.02064985,0,,0,0,FALSE,FALSE
-0.677243881,0.043127981,,,,,0.953401427,0,0,0,-0.02064985,0,,0,1,FALSE,FALSE
-0.63831776,0.036661435,,,,,0.941409718,0,0,0,0.091195844,0,,0,0,FALSE,FALSE
-0.665228406,7.11E-05,,,,,0.975031367,0,0,0,-0.716530226,0,,0,1,TRUE,FALSE
-0.649571551,0.118561159,,,,,0.925472596,0,0,0,-0.414829826,0,,1,1,TRUE,FALSE
1.238258944,-0.158332881,,,,,0.910986192,0,0,0,0.25358466,1,,0,1,TRUE,FALSE
1.221356827,0.043539548,,,,,0.90840414,0,0,0,-0.052048141,0,,0,0,TRUE,FALSE
0.526659859,-0.210333566,,,,,0.956390906,0,0,0,0.059653863,0,,0,1,FALSE,FALSE
0.522513446,-0.177242958,,,,,0.902231506,0,0,0,0.051966255,1,,1,0,FALSE,FALSE
0.52090797,-0.160764257,,,,,0.830035027,0,0,0,0.015243936,0,,1,1,FALSE,FALSE
0.530636383,-0.163616975,,,,,0.87671032,0,0,0,0.075550184,0,,1,0,FALSE,FALSE
0.542527759,-0.123032541,,,,,0.912930518,0,0,0,0.073303326,0,,1,0,FALSE,FALSE
0.551692768,-0.123447952,,,,,0.858411522,0,0,0,0.112770658,0,,0,1,FALSE,FALSE
0.536148429,-0.152058013,,,,,0.905781761,0,0,0,0.080431968,0,,0,0,FALSE,FALSE
0.531181554,-0.153162331,,,,,0.943311398,0,0,0,0.144371445,0,,0,1,FALSE,FALSE
0.545782527,-0.102888265,,,,,0.917146327,0,0,0,-0.080896909,1,,0,1,FALSE,FALSE
0.56782194,-0.086182755,,,,,0.95953494,0,0,0,-0.099952879,0,,0,0,FALSE,FALSE
0.523263928,-0.172532737,,,,,0.977269488,0,0,0,0.079408103,0,,0,0,FALSE,FALSE
0.562088119,-0.087341501,,,,,0.927664058,0,0,0,-0.04035712,0,,0,0,FALSE,FALSE
0.675877893,-0.089275475,,,,,0.985980526,0,0,0,-0.112399583,0,,0,0,FALSE,FALSE
0.536913232,-0.103035328,,,,,0.991348964,0,0,0,0.004384828,1,,1,1,TRUE,FALSE
0.529695623,-0.158515632,,,,,0.995465809,0,0,0,0.004809255,0,,0,1,TRUE,FALSE
0.529695623,-0.158515632,,,,,0.995465809,0,0,0,0.004809255,0,,0,0,TRUE,FALSE
0.534191949,-0.144775803,,,,,0.986107473,0,0,0,0.145444535,0,,1,1,TRUE,FALSE
0.51291324,-0.138460376,,,,,0.994711636,0,0,0,0.213250968,0,,0,0,TRUE,FALSE
0.51291324,-0.138460376,,,,,0.994711636,0,0,0,0.213250968,0,,0,0,TRUE,FALSE
0.552487781,-0.194449629,,,,,0.985540297,0,0,0,0.272398144,0,,0,0,TRUE,FALSE
0.44179397,-0.09090249,,,,,0.959407418,0,0,0,-0.18496156,1,,0,0,TRUE,FALSE
0.500721297,-0.125839607,,,,,0.979420996,0,0,0,0.072401461,0,,0,0,TRUE,FALSE
0.482409766,-0.089839448,,,,,0.928839177,0,0,0,-0.063174397,0,,0,0,TRUE,FALSE
0.449242975,-0.146524902,,,,,0.922945147,0,0,0,-0.141081978,0,,0,1,TRUE,TRUE
0.449242975,-0.146524902,,,,,0.922945147,0,0,0,-0.141081978,,,,,TRUE,TRUE
0.449242975,-0.146524902,,,,,0.922945147,0,0,0,-0.141081978,,,,,TRUE,TRUE
0.687237831,-0.037722355,,,,,0.976319943,0,0,0,-0.079127617,0,,0,0,TRUE,TRUE
0.664239285,-0.114407054,,,,,0.95048726,0,0,0,0.296779251,1,,0,1,TRUE,TRUE
0.673591108,0.013206722,,,,,0.969980788,0,0,0,0.296779251,,,,,TRUE,TRUE
0.673591108,0.013206722,,,,,0.969980788,0,0,0,0.296779251,,,,,TRUE,TRUE
-0.660100605,0.213331672,,,,,0.957926864,0,0,0,0.016587098,1,,0,0,FALSE,TRUE
-0.539657285,0.338409665,,,,,0.934258515,0,0,0,0.131694397,1,,0,1,FALSE,TRUE
-0.517926684,0.384677486,,,,,0.923797988,0,0,0,0.206475923,1,,0,1,TRUE,TRUE
-0.500531781,0.325430752,,,,,0.927976834,0,0,0,-0.151214535,0,,0,1,TRUE,TRUE
-0.613291593,0.081282285,,,,,0.969608423,0,0,0,0.576340336,1,,1,0,TRUE,TRUE
-0.468906377,-0.086361714,,,,,0.931505839,0,0,0,0.633648515,0,,0,0,TRUE,TRUE
-0.468906377,-0.086361714,,,,,0.931505839,0,0,0,0.633648515,0,,0,0,TRUE,TRUE
-0.4248137,-0.071358421,,,,,0.928440324,0,0,0,0.68369063,1,,0,0,TRUE,TRUE
-0.505694253,0.095085053,,,,,0.984212378,0,0,0,0.365449489,0,,0,0,FALSE,TRUE
-0.438466653,0.154171096,,,,,0.95381968,0,0,0,0.735560744,0,,0,0,FALSE,TRUE
-0.466451448,-0.013477635,,,,,0.958641205,0,0,0,0.617560469,0,,0,1,FALSE,TRUE
-0.490135123,-0.081748976,,,,,0.934213674,0,0,0,0.592745934,0,,0,0,FALSE,TRUE
-0.437334189,-0.0559906,,,,,0.942412809,0,0,0,0.611581102,0,,0,0,FALSE,TRUE
-0.569154169,-0.084816752,,,,,0.938350338,0,0,0,0.55306522,0,,0,0,FALSE,TRUE
-0.902534173,0.081217259,,,,,0.955207931,0,0,0,0.54663629,1,,0,0,FALSE,TRUE
-0.89680787,0.072659092,,,,,0.954864253,0,0,0,0.690272663,1,,0,0,FALSE,TRUE
-0.586637126,0.258196559,,,,,0.979615238,0,0,0,-0.575028583,0,,0,0,FALSE,TRUE
-0.597275143,0.224088123,,,,,0.970125074,0,0,0,-0.422264161,1,,0,1,FALSE,TRUE
-0.597275143,0.224088123,,,,,0.970125074,0,0,0,-0.422264161,1,,0,1,FALSE,TRUE
-0.597275143,0.224088123,,,,,0.970125074,0,0,0,-0.422264161,1,,0,1,FALSE,TRUE
-0.597275143,0.224088123,,,,,0.970125074,0,0,0,-0.422264161,1,,0,1,FALSE,TRUE
-0.62325196,0.175428993,,,,,0.967274925,0,0,0,0.409137064,1,,1,1,FALSE,TRUE
-0.616134611,0.267132385,,,,,0.968888801,0,0,0,-0.221254673,0,,0,0,FALSE,TRUE
-0.547859104,0.24047768,,,,,0.986425911,0,0,0,-0.554612104,1,,0,0,FALSE,TRUE
-0.732001661,0.06898838,,,,,0.979520736,0,0,0,0.113054012,0,,0,0,FALSE,TRUE
-0.79094328,0.031808096,,,,,0.999238396,0,0,0,0.113054012,1,,1,1,FALSE,TRUE
-0.79094328,0.031808096,,,,,0.999238396,0,0,0,0.113054012,1,,1,1,FALSE,TRUE
-0.757911504,0.225119266,,,,,0.943008773,0,0,0,-0.112244294,1,,0,0,FALSE,TRUE
-0.771406405,0.144802116,,,,,0.938955877,0,0,0,-0.088341922,0,,0,0,FALSE,FALSE
-0.771506026,0.159161786,,,,,0.958707257,0,0,0,-0.012645417,1,,1,1,FALSE,FALSE
-0.771506026,0.159161786,,,,,0.958707257,0,0,0,-0.012645417,1,,1,1,FALSE,FALSE
-0.766819654,0.303531712,,,,,0.993666602,0,0,0,0.357182024,0,,1,1,FALSE,FALSE
-0.734261177,0.377057253,,,,,0.986968187,0,0,0,0.287880722,0,,1,1,FALSE,FALSE
-0.624553494,0.325316494,,,,,0.941458397,0,0,0,0.794035621,1,,0,1,FALSE,FALSE
-0.604765121,0.242934081,,,,,0.926064407,0,0,0,0.906424284,0,,1,1,FALSE,FALSE
-0.608523495,0.258641132,,,,,0.921457039,0,0,0,0.903677846,1,,0,0,FALSE,FALSE
-0.600949971,0.350206145,,,,,0.924784671,0,0,0,0.82772024,0,,0,0,FALSE,FALSE
-0.635135125,0.403556818,,,,,0.9465392,0,0,0,0.363537079,1,,0,1,FALSE,FALSE
-0.63048981,0.447849922,,,,,0.938961213,0,0,0,-0.015497992,1,,0,1,FALSE,FALSE
-0.669382423,-0.155432311,,,,,0.91312078,0,0,0,0.70358903,0,,0,0,FALSE,FALSE
-0.669382423,-0.155432311,,,,,0.91312078,0,0,0,0.542698621,0,,0,0,FALSE,FALSE
-0.542576958,-0.383343242,,,,,0.884195285,0,0,0,0.437140513,0,,0,0,FALSE,FALSE
-0.8315121,0.122015817,,,,,0.984340331,0,0,0,-0.220085533,0,,0,0,FALSE,FALSE
-0.918897095,0.160536014,,,,,0.976044151,0,0,0,-0.158039084,1,,0,0,FALSE,FALSE
0.763259456,-0.032554133,,,,,0.967674358,0,0,0,-0.158039084,1,,0,1,FALSE,FALSE
0.639254815,-0.053447386,,,,,0.95765007,0,0,0,-0.367034132,1,,0,0,FALSE,FALSE
0.639254815,-0.053447386,,,,,0.95765007,0,0,0,-0.367034132,0,,0,0,FALSE,FALSE
0.370506046,-0.347496132,,,,,0.950844243,0,0,0,0.103086769,0,,1,0,FALSE,FALSE
0.370506046,-0.347496132,,,,,0.950844243,0,0,0,-0.07163733,1,,0,0,FALSE,FALSE
-0.779035838,0.281878915,,,,,0.927351121,0,0,0,0.193773509,1,,0,1,FALSE,TRUE
-0.779035838,0.281878915,,,,,0.927351121,0,0,0,0.193773509,0,,0,0,FALSE,TRUE
0.530793305,0.031288358,,,,,0.980257192,0,0,0,-0.109339599,0,,0,0,FALSE,TRUE
0.622257722,0.116144821,,,,,0.982942763,0,0,0,0.081550721,0,,0,0,FALSE,FALSE
0.557269458,0.053110419,,,,,0.997178294,0,0,0,0.196688866,0,,0,1,FALSE,FALSE
0.479155871,0.020218319,,,,,0.994618177,0,0,0,0.050977181,1,,0,0,FALSE,FALSE
0.479155871,0.020218319,,,,,0.994618177,0,0,0,0.050977181,,,,,FALSE,FALSE
0.479155871,0.020218319,,,,,0.994618177,0,0,0,0.050977181,,,,,FALSE,FALSE
-0.739157478,-0.077940241,,,,,0.97913286,0,0,0,0.640140336,1,,0,1,FALSE,FALSE
-0.739157478,-0.077940241,,,,,0.97913286,0,0,0,0.640140336,0,,0,0,FALSE,FALSE
-0.637913455,-0.348260904,,,,,0.751723672,0,0,0,-0.343139117,,,,,FALSE,FALSE
0.702012361,-0.151586666,,,,,0.987884134,0,0,0,-0.571011253,0,,0,1,FALSE,FALSE
0.698117929,-0.156254657,,,,,0.990153708,0,0,0,0.404984032,0,,0,1,FALSE,FALSE
0.656083445,-0.039911737,,,,,0.983594044,0,0,0,1.025459707,0,,0,0,FALSE,FALSE
0.652936213,-0.061935097,,,,,0.977891618,0,0,0,0.950844401,0,,0,0,FALSE,FALSE
0.663584128,-0.134846236,,,,,0.986355812,0,0,0,-0.499418017,1,,0,0,FALSE,FALSE
0.651316715,-0.089325714,,,,,0.991531934,0,0,0,-0.499418017,1,,1,1,FALSE,FALSE
0.727230619,-0.08792034,,,,,0.991391884,0,0,0,-0.499418017,1,,0,1,FALSE,FALSE
0.686276376,-0.077826423,,,,,0.989662476,0,0,0,0.590609028,1,,1,1,FALSE,FALSE
0.708826232,-0.117270704,,,,,0.968053938,0,0,0,0.902620279,0,,0,1,FALSE,FALSE
0.637944566,-0.103052929,,,,,0.961338852,0,0,0,0.816352997,1,,0,0,TRUE,FALSE
0.629787775,-0.06324731,,,,,0.967581385,0,0,0,0.816352997,1,,0,1,TRUE,FALSE
0.613102237,-0.099831641,,,,,0.964147608,0,0,0,0.816352997,,,,,TRUE,FALSE
0.613102237,-0.099831641,,,,,0.964147608,0,0,0,0.816352997,,,,,TRUE,FALSE
-0.692957013,-0.167621964,,,,,0.945098356,0,0,0,0.092782245,0,,1,1,TRUE,FALSE
-0.770134903,-0.127759716,,,,,0.969524125,0,0,0,-0.157743221,0,,0,1,TRUE,FALSE
-0.782019282,-0.044580756,,,,,0.975888115,0,0,0,0.308456389,1,,1,0,TRUE,FALSE
-0.758986192,0.037639919,,,,,0.978693051,0,0,0,0.327146698,1,,0,1,TRUE,FALSE
0.724706213,-0.015843382,,,,,0.9879945,0,0,0,-0.044791808,0,,0,0,TRUE,FALSE
0.718185817,-0.036825281,,,,,0.990751235,0,0,0,-0.036528866,0,,0,0,TRUE,FALSE
0.699857645,-0.051015202,,,,,0.982955978,0,0,0,0.064425199,0,,0,0,TRUE,FALSE
0.678187433,-0.040465636,,,,,0.984616334,0,0,0,-0.139826624,0,,0,0,TRUE,TRUE
0.791779501,0.077689435,,,,,0.973450133,0,0,0,-0.057817398,1,,0,0,TRUE,TRUE
0.766191077,0.177044609,,,,,0.973557916,0,0,0,-0.057817398,0,,0,1,TRUE,TRUE
1.539679908,0.132478746,,,,,0.976834291,0,0,0,-0.057817398,0,,0,0,TRUE,TRUE
1.539679908,0.132478746,,,,,0.976834291,0,0,0,-0.057817398,,,,,TRUE,TRUE
1.539679908,0.132478746,,,,,0.976834291,0,0,0,-0.057817398,,,,,TRUE,TRUE
-1.235063304,0.510564564,,,,,0.904735997,0,0,0,0.307807931,1,,1,1,TRUE,FALSE
1.151643078,-0.381195863,,,,,0.93387431,0,0,0,0.380407414,0,,0,1,TRUE,FALSE
1.483691006,-0.235837659,,,,,0.938430302,0,0,0,0.113176625,1,,0,1,TRUE,FALSE
1.306619305,-0.40505805,,,,,0.902709343,0,0,0,-0.026836801,1,,0,0,TRUE,FALSE
1.306619305,-0.40505805,,,,,0.902709343,0,0,0,-0.026836801,1,,0,1,TRUE,FALSE
0.922786128,-0.548690913,,,,,0.976487975,0,0,0,-0.026836801,0,,0,0,TRUE,FALSE
0.922786128,-0.548690913,,,,,0.976487975,0,0,0,-0.026836801,0,,0,0,TRUE,FALSE
1.269671364,-0.399970062,,,,,0.981507891,0,0,0,-0.026836801,0,,0,1,TRUE,FALSE
1.269671364,-0.399970062,,,,,0.981507891,0,0,0,-0.026836801,0,,0,1,TRUE,FALSE
1.249780996,-0.283348596,,,,,0.981980573,0,0,0,-0.023346558,0,,0,0,TRUE,FALSE
0.61503718,0.072669828,,,,,0.883706557,1.199226037,0.204686175,-0.446060155,0,,,,,TRUE,
0.415404754,-0.051801298,,,,,0.996206933,-0.528540207,-0.369446821,0.176955974,0,1,,0,0,TRUE,
0.419366006,-0.060221324,,,,,0.993199165,-0.481567397,-0.433439907,0.214247015,0,,,,,TRUE,
0.419366006,-0.060221324,,,,,0.993199165,-0.481567397,-0.433439907,0.214247015,0,,,,,TRUE,
1.112632093,-0.085730216,,,,,0.921222459,0.621792814,0.013309939,-0.326469687,0,1,,0,0,TRUE,
1.152719927,0.051373714,,,,,0.913212755,0.700823238,0.02969944,-0.364996287,0,,,,,TRUE,
1.152719927,0.051373714,,,,,0.913212755,0.700823238,0.02969944,-0.364996287,0,,,,,TRUE,
-0.585340303,0.05265307,,,,,0.983946459,0.37776394,-0.012817271,-0.071100585,0,0,,0,0,TRUE,
-0.580626939,0.255837522,,,,,0.954901027,0.395623561,-0.082683047,-0.279578356,0,1,,0,0,FALSE,
-0.604424231,0.15224901,,,,,0.993325422,0.311223568,-0.123368763,-0.415588714,0,0,,0,0,FALSE,
-0.512264858,0.086259664,,,,,0.997206155,0.291130075,-0.165241232,-0.41214329,0,0,,0,0,FALSE,
-0.531632359,0.026229844,,,,,0.993781759,0.202568812,-0.323509055,-0.466337128,0,0,,0,0,FALSE,
-0.507958585,0.090231384,,,,,0.959265341,0.525674376,-0.114219386,-0.278495571,0,0,,0,1,TRUE,
-0.538060664,0.158556117,,,,,0.992354415,0.373542229,0.067049746,-0.257638851,0,0,,0,0,TRUE,
-0.386622851,0.289053129,,,,,0.935979094,0.347138471,-0.292287599,-0.062852747,0,0,,0,1,TRUE,
-0.410829134,0.209967036,,,,,0.91949178,0.355658286,-0.223877117,-0.075652295,0,,,,,TRUE,
-0.281686844,-0.181590089,,,,,0.862929966,0.464018709,0.066228986,-0.037421729,0,1,,0,0,TRUE,
-0.258332091,0.000441897,,,,,0.805464615,0.362537904,-0.093101203,0.26678003,0,1,,0,0,TRUE,
-0.226022945,0.030513621,,,,,0.811108854,0.255506381,-0.136632476,0.300387407,0,0,,0,0,TRUE,
-0.226022945,0.030513621,,,,,0.811108854,0.255506381,-0.136632476,0.300387407,0,,,,,TRUE,
-0.226022945,0.030513621,,,,,0.811108854,0.255506381,-0.136632476,0.300387407,0,,,,,TRUE,
-0.534230604,-0.048613933,,,,,0.817297746,-0.412278864,0.0231985,0.241507858,0,1,,1,1,FALSE,
-0.476460658,-0.319127257,,,,,0.792626379,-0.416840175,0.141435763,0.23719881,0,0,,0,1,FALSE,
-0.539748792,0.223288,,,,,0.737738078,-0.519899708,-0.210788472,0.251465406,0,1,,0,1,FALSE,
-0.692548006,-0.262984295,,,,,0.800229164,-0.362770459,0.151971326,0.34457019,0,0,,0,0,FALSE,
-0.574093849,-0.307333872,,,,,0.789792158,-0.377305516,0.138856444,0.302066847,0,0,,0,0,FALSE,
-0.657874077,-0.263996258,,,,,0.798033229,-0.396633081,0.124474129,0.271131975,0,1,,0,0,FALSE,
-0.657874077,-0.263996258,,,,,0.798033229,-0.396633081,0.124474129,0.271131975,0,,,,,FALSE,
-0.951329069,-0.098711826,,,,,0.976039577,-0.488308134,0.197004387,0.259619214,0,0,,1,1,TRUE,
-0.995425237,0.154795625,,,,,0.990022791,-0.53483134,0.248880698,0.266352025,0,0,,0,0,TRUE,
-0.482996031,-0.125083074,,,,,0.958928949,0.517749411,-0.317728519,-0.101479774,0,1,,0,0,TRUE,
-0.54439559,-0.141479656,,,,,0.683660869,0.478821859,0.017310829,0.010269021,0,1,,0,1,TRUE,
-0.543045037,-0.122493168,,,,,0.718754648,0.514237409,-0.00482626,-0.016972378,0,,,,,TRUE,
-1.061831735,-0.208471588,,,,,0.940075161,-0.557005953,0.115391861,-0.087772768,0,0,,0,0,TRUE,
-1.129159426,-0.075628655,,,,,0.901630831,-0.537918291,0.088146625,-0.091109824,0,0,,0,0,TRUE,
-1.129159426,-0.075628655,,,,,0.901630831,-0.537918291,0.088146625,-0.091109824,0,,,,,TRUE,
-1.129159426,-0.075628655,,,,,0.901630831,-0.537918291,0.088146625,-0.091109824,0,,,,,TRUE,
-1.129159426,-0.075628655,,,,,0.901630831,-0.537918291,0.088146625,-0.091109824,0,,,,,TRUE,
-0.8172376,-0.048945312,,,,,0.937932878,0.466884956,0.016019209,-0.115610644,0,0,,1,1,TRUE,
-0.8172376,-0.048945312,,,,,0.937932878,0.514744509,0.303631102,-0.027506033,0,,,,,TRUE,
-0.296387661,-0.080937883,,,,,0.967312605,0.507375354,0.415720322,0.027503645,0,0,,0,0,TRUE,
-0.372183918,-0.076035467,,,,,0.974049019,0.524562581,0.402851152,0.019238788,0,0,,0,1,TRUE,
-0.449443671,-0.034636719,,,,,0.964933837,0.494820649,0.393116995,0.080530272,0,,,,,TRUE,
-0.240673012,0.122115049,,,,,0.896857932,0.494820649,0.393116995,0.080530272,0,,,,,TRUE,
-0.156380643,0.102452235,,,,,0.900218432,0.494820649,0.393116995,0.080530272,0,,,,,TRUE,
0.455233559,0.025169985,,,,,0.99841216,-0.563612552,-0.204105988,0.086373442,0,1,,0,1,TRUE,
-0.213220291,0.270172589,,,,,0.938270475,-0.451199098,-0.072186418,0.500967829,0,0,,0,0,TRUE,
-0.015601038,0.473566877,,,,,0.909996393,-0.242043072,-0.16334513,0.46342579,0,0,,0,0,TRUE,
-0.106262244,0.436666295,,,,,0.870333367,-0.176213407,-0.144903924,0.595918191,0,0,,0,0,TRUE,
0.169806573,0.500764915,,,,,0.93860105,0.011717985,-0.165092569,0.728537083,0,0,,0,0,TRUE,
0.169806573,0.500764915,,,,,0.93860105,0.011717985,-0.165092569,0.728537083,0,,,,,TRUE,
-0.461899534,-0.020220058,,,,,0.988015265,-0.942714607,0.027374071,0.18260782,0,0,,0,0,TRUE,
-0.500490991,-0.004412614,,,,,0.947514864,-1.034568419,-0.016039635,0.150920531,0,0,,0,1,TRUE,
-0.710868721,0.226608581,,,,,0.975409309,-1.163094982,-0.079506264,0.226816233,0,0,,0,0,TRUE,
-0.735094462,0.218073884,,,,,0.96968167,-1.174568074,-0.099136992,0.169575468,0,0,,1,1,TRUE,
-0.6969857,0.221985729,,,,,0.990999279,-1.165009932,-0.081189481,0.179934755,0,1,,0,0,TRUE,
-0.7118541,0.28106072,,,,,0.987488633,-1.208469166,-0.022709512,0.265725799,0,,,,,TRUE,
0.495448359,-0.143234396,,,,,0.996303381,-0.517164354,0.166582303,0.212782243,0,0,,0,1,TRUE,
0.377672228,-0.114962718,,,,,0.930853394,-0.45176359,0.081942595,0.333580284,0,0,,0,0,TRUE,
0.502312312,-0.157625433,,,,,0.942130513,-0.469941944,0.036099674,0.280621625,0,0,,0,0,FALSE,
0.502312312,-0.157625433,,,,,0.942130513,-0.075405136,0.169584453,0.314437923,0,,,,,FALSE,
0.48031464,-0.178971842,,,,,0.985396026,-0.291516833,-0.022949909,0.365875353,0,0,,0,0,FALSE,
0.401195211,-0.219293118,,,,,0.993353341,-0.520076621,-0.026526283,0.253761594,0,1,,0,0,TRUE,
0.462042791,-0.243403661,,,,,0.965488055,-0.356696813,0.075021779,0.358060392,0,,,,,TRUE,
0.553895179,-0.2666951,,,,,0.973202246,-0.455605949,0.06103428,0.084467811,0,0,,0,0,FALSE,
0.549765433,-0.288724384,,,,,0.969480733,-0.444875938,0.199763264,0.086961522,0,1,,0,1,FALSE,
0.535088032,-0.3037739,,,,,0.958404695,-0.468421858,0.149104954,-0.015560367,0,1,,0,0,FALSE,
0.543121544,-0.272258238,,,,,0.963334482,-0.481810006,0.206749576,0.016513675,0,0,,0,0,FALSE,
0.574239914,0.005307728,,,,,0.956468226,-0.566316916,0.209190213,0.061180147,0,,,,,FALSE,
0.467342614,-0.132541735,,,,,0.979124922,-0.602555222,-0.076322003,0.131995838,0,1,,0,1,TRUE,
0.46833919,-0.121022771,,,,,0.979532538,-0.610754695,-0.080565831,0.137551969,0,1,,0,1,TRUE,
0.508298128,-0.100448428,,,,,0.967049496,-0.529831485,-0.260253741,0.14515519,0,1,,0,1,TRUE,
0.509576255,-0.086057266,,,,,0.97228157,-0.541709776,-0.244619722,0.144022401,0,1,,0,1,TRUE,
0.469970323,-0.079717879,,,,,0.944048193,-0.571695162,-0.186903752,0.108444929,0,,,,,TRUE,
0.455567773,-0.043354557,,,,,0.895608546,-0.571695162,-0.186903752,0.108444929,0,,,,,TRUE,
0.463525456,-0.148833235,,,,,0.82969312,-0.571695162,-0.186903752,0.108444929,0,,,,,TRUE,
0.44638721,-0.114647477,,,,,0.762507055,-0.571695162,-0.186903752,0.108444929,0,,,,,FALSE,
0.504549643,-0.223223032,,,,,0.971536015,-0.657050383,-0.14341129,0.369521758,0,0,,1,1,FALSE,
0.509162651,-0.100201329,,,,,0.980950043,-0.691344445,-0.09446485,0.241184812,0,0,,0,0,FALSE,
0.479647578,-0.102991016,,,,,0.96870549,-0.678308353,-0.079573336,0.196662128,0,1,,0,1,FALSE,
0.488490168,-0.064605908,,,,,0.964062353,-0.65730416,-0.131379759,0.233808538,0,1,,0,1,TRUE,
0.511233877,-0.087307648,,,,,0.97041374,-0.535022345,-0.208932005,0.265969028,0,1,,0,1,TRUE,
0.510794103,-0.089037634,,,,,0.970149114,-0.543010984,-0.253425975,0.248786627,0,1,,0,1,TRUE,
0.502800315,-0.094520008,,,,,0.972083083,-0.68850266,-0.050276057,0.069034442,0,1,,0,1,TRUE,
0.515204949,-0.099890829,,,,,0.975388767,-0.685931449,-0.059569982,0.084023119,0,1,,0,1,TRUE,
0.517928485,-0.094079658,,,,,0.972140433,-0.686787936,-0.063453817,0.083522793,0,1,,0,1,TRUE,
0.540877514,-0.076257918,,,,,0.966698588,-0.690949592,-0.036549938,0.080689007,0,1,,0,1,TRUE,
0.541490523,-0.074011915,,,,,0.965171339,-0.689521828,-0.052517255,0.086042683,0,1,,0,1,TRUE,
0.540251866,-0.068547304,,,,,0.96353913,-0.687272876,-0.051691628,0.085571541,0,1,,0,1,TRUE,
0.541494441,-0.060888338,,,,,0.964983908,-0.684162839,-0.008762437,0.073967289,0,1,,0,1,TRUE,
0.541494441,-0.060888338,,,,,0.964983908,-0.684162839,-0.008762437,0.073967289,0,1,,0,1,TRUE,
0.545525471,-0.058722938,,,,,0.962568992,-0.678922749,-0.02928273,0.059569874,0,1,,0,1,TRUE,
0.51896676,-0.049732233,,,,,0.895435397,-0.673844513,-0.055839386,0.090437665,0,,,,,TRUE,
0.51896676,-0.049732233,,,,,0.895435397,-0.660512027,-0.066481423,0.144460123,0,,,,,TRUE,
0.498008058,-0.116040047,,,,,0.986007434,-0.640693841,-0.077277638,0.247368413,0,,,,,FALSE,
0.429165742,-0.11658721,,,,,0.972338225,-0.659221744,-0.08075318,0.170293283,0,1,,0,1,FALSE,
0.496754034,-0.120811286,,,,,0.992939287,-0.67854666,-0.07479054,0.125114218,0,1,,0,1,FALSE,
0.502747872,-0.139942559,,,,,0.994455467,-0.690007375,-0.075814694,0.126103689,0,1,,0,1,FALSE,
0.441697531,-0.16275408,,,,,0.984179403,-0.694452229,-0.0582356,0.141644175,0,0,,0,1,FALSE,
0.441697531,-0.16275408,,,,,0.984179403,-0.694452229,-0.0582356,0.141644175,0,1,,0,1,FALSE,
0.463956748,-0.114798122,,,,,0.971118286,-0.641759233,-0.029146404,0.344682802,0,1,,0,1,FALSE,
0.463023184,-0.080659233,,,,,0.957023354,-0.665493007,-0.221245217,0.128804446,0,1,,0,1,FALSE,
0.46166831,-0.124431357,,,,,0.954526705,-0.627025622,-0.235800776,0.031962755,0,1,,0,0,FALSE,
0.424270312,-0.391577614,,,,,0.865995378,-0.659055616,-0.486796377,0.073955228,0,,,,,FALSE,
0.424270312,-0.391577614,,,,,0.865995378,-0.659055616,-0.486796377,0.073955228,0,,,,,FALSE,
0.424270312,-0.391577614,,,,,0.865995378,-0.659055616,-0.486796377,0.073955228,0,,,,,FALSE,
0.466119866,-0.114247114,,,,,0.914528714,-0.634513431,-0.386146579,0.095169453,0,0,,0,1,FALSE,
0.685106442,0.320361282,,,,,0.968846534,-0.396644133,-0.346218698,0.206155848,0,1,,0,0,FALSE,
0.363655787,-0.201137364,,,,,0.925765767,-0.643478851,0.050694132,0.016351008,0,1,,0,0,FALSE,
0.38558692,-0.21491715,,,,,0.947532065,-0.645888554,-0.00152988,0.016407683,0,1,,0,0,FALSE,
0.38558692,-0.21491715,,,,,0.947532065,-0.631803354,0.011174304,-0.016983005,0,,,,,FALSE,
0.38558692,-0.21491715,,,,,0.947532065,-0.631803354,0.011174304,-0.016983005,0,,,,,FALSE,
-0.553190262,0.14724365,,,,,0.982161081,-1.163591662,0.056756812,0.209611035,0,0,,1,0,FALSE,
-0.487424176,0.140555135,,,,,0.989009801,-1.157570209,-0.001596143,0.22487776,0,0,,0,1,FALSE,
-0.482660487,0.119194453,,,,,0.987828697,-1.1515782,0.005967036,0.21382985,0,0,,0,1,FALSE,
-0.479150381,0.129649011,,,,,0.988864914,-1.148044543,-0.025180897,0.220485847,0,1,,1,1,FALSE,
-0.478129403,0.141182998,,,,,0.98872974,-1.109483205,-0.045747879,0.221528503,0,0,,1,1,FALSE,
-0.466172811,0.201616571,,,,,0.98505468,-1.120276261,-0.117296783,0.223480265,0,0,,1,1,FALSE,
-0.464328792,0.192711748,,,,,0.984777883,-1.13556697,-0.114877356,0.221749417,0,0,,0,1,FALSE,
-0.482468473,0.168070912,,,,,0.987061574,-1.148707668,-0.118553186,0.223285799,0,0,,0,0,FALSE,
