head1_head0_trans_x,head1_head0_trans_y,head1_head0_trans_z,head1_head0_ori_x,head1_head0_ori_y,head1_head0_ori_z,head1_head0_ori_w,head1_head1_trans_x,head1_head1_trans_y,head1_head1_trans_z,head1_head1_ori_x,head1_head1_ori_y,head1_head1_ori_z,head1_head1_ori_w,head1_head2_trans_x,head1_head2_trans_y,head1_head2_trans_z,head1_head2_ori_x,head1_head2_ori_y,head1_head2_ori_z,head1_head2_ori_w,head1_emo,head1_AU28,head1_AU45,head1_AU26,head1_AU25,head1_AU01,head1_AU05,head1_AU20,head1_AU06,head1_AU23,head1_AU07,head1_AU02,head1_AU09,head1_AU17,head1_AU10,head1_AU04,head1_AU12,head1_AU14,head1_AU15,head1_pose,ClassP1,Class_P0
-0.650232405,-0.002988447,0.017829005,0.073213895,0.321462415,0.039839133,0.943246778,0,0,0,0,0,0,1,0.473409122,-0.235182026,-0.101189283,-0.015867563,-0.350642958,-0.033920432,0.935760194,anger,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,other,TRUE,FALSE
-0.898820925,0.232827806,-0.572176358,-0.161727021,0.11500428,-0.079628142,0.976871407,0,0,0,0,0,0,1,-0.372226101,0.10553866,-0.647203315,-0.222865839,-0.467658444,-0.182204308,0.835720042,anger,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,other,TRUE,TRUE
-0.898820925,0.232827806,-0.572176358,-0.161727021,0.11500428,-0.079628142,0.976871407,0,0,0,0,0,0,1,-0.372226101,0.10553866,-0.647203315,-0.222865839,-0.467658444,-0.182204308,0.835720042,anger,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,other,TRUE,TRUE
-0.898820925,0.232827806,-0.572176358,-0.161727021,0.11500428,-0.079628142,0.976871407,0,0,0,0,0,0,1,-0.372226101,0.10553866,-0.647203315,-0.222865839,-0.467658444,-0.182204308,0.835720042,anger,,,,,,,,,,,,,,,,,,,other,TRUE,TRUE
-0.898820925,0.232827806,-0.572176358,-0.161727021,0.11500428,-0.079628142,0.976871407,0,0,0,0,0,0,1,-0.372226101,0.10553866,-0.647203315,-0.222865839,-0.467658444,-0.182204308,0.835720042,neutual,,,,,,,,,,,,,,,,,,,other,TRUE,TRUE
-0.898820925,0.232827806,-0.572176358,-0.161727021,0.11500428,-0.079628142,0.976871407,0,0,0,0,0,0,1,-0.372226101,0.10553866,-0.647203315,-0.222865839,-0.467658444,-0.182204308,0.835720042,anger,,,,,,,,,,,,,,,,,,,other,TRUE,TRUE
0.637870653,-0.039125161,0.123410089,0.085103008,0.031712612,-0.031477356,0.995369763,0,0,0,0,0,0,1,1.234855521,-0.181151819,0.044164334,0.207304347,0.073017968,0.030756736,0.97506272,happy,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,handsOnFace,TRUE,FALSE
0.599037481,-0.028434506,0.0356507,0.165901225,0.02041913,-0.011566522,0.985863103,0,0,0,0,0,0,1,1.193650646,-0.151269916,-0.065087989,0.242655873,0.082853093,0.016814372,0.966421631,anger,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,handsOnFace,TRUE,FALSE
0.535493929,-0.040292395,0.285390971,0.123188138,-0.153563829,0.015015954,0.980314926,0,0,0,0,0,0,1,1.148116359,-0.234316244,0.370177471,0.059225503,-0.26201043,-0.022496382,0.962983275,neutual,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,other,TRUE,FALSE
0.305088487,-0.287257521,0.335834045,0.181150401,-0.480046481,-0.190391064,0.836953494,0,0,0,0,0,0,1,0.702727836,-0.687851519,0.532649223,0.110883073,-0.59791921,-0.251874578,0.752832491,neutual,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,other,TRUE,FALSE
0.307514755,-0.42365081,0.086528645,0.39155373,-0.302210377,-0.319173198,0.808382975,0,0,0,0,0,0,1,0.767963245,-0.819250092,-0.119503191,0.182031625,-0.422113203,-0.515575832,0.723095079,neutual,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,other,TRUE,FALSE
0.307514755,-0.42365081,0.086528645,0.39155373,-0.302210377,-0.319173198,0.808382975,0,0,0,0,0,0,1,0.767963245,-0.819250092,-0.119503191,0.182031625,-0.422113203,-0.515575832,0.723095079,neutual,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,error,TRUE,FALSE
0.576149846,-0.056411973,0.108587135,0.092203574,-0.111057882,-0.021312666,0.989297942,0,0,0,0,0,0,1,1.121105187,-0.222284888,-0.002282365,0.044251754,-0.371506935,-0.016064664,0.927235842,neutual,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,other,TRUE,FALSE
0.573955285,-0.054110373,-0.076501681,0.141641113,-0.290686449,0.095595057,0.941435483,0,0,0,0,0,0,1,1.113531702,-0.243860863,0.055192578,0.085306843,-0.392266534,-0.003269533,0.915881553,neutual,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,other,TRUE,FALSE
0.579935594,-0.067809159,0.041808252,0.01333766,-0.300472956,-0.037841284,0.952946036,0,0,0,0,0,0,1,1.082244733,-0.287311347,0.216491131,0.261897366,-0.372164591,0.05230379,0.888913719,neutual,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,other,TRUE,FALSE
0.579935594,-0.067809159,0.041808252,0.01333766,-0.300472956,-0.037841284,0.952946036,0,0,0,0,0,0,1,1.05191718,-0.192243411,0.065783401,0.141662908,-0.366949744,-0.059624641,0.917455398,neutual,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,other,TRUE,FALSE
-0.472130796,0.020688403,-0.251321987,0.0857007,0.122276622,-0.090196405,0.984666657,0,0,0,0,0,0,1,-1.044600472,-0.026608282,-0.187779144,-0.161878599,0.046991912,0.103927979,0.980196947,neutual,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,handsOnFace,TRUE,FALSE
-0.454110945,-0.001692283,-0.29939299,-0.192199695,-0.082815809,-0.056779581,0.976205357,0,0,0,0,0,0,1,-0.997805822,-0.038141717,-0.4354454,0.033690487,0.080522458,-0.265371906,0.960186876,neutual,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,other,TRUE,FALSE
0.484519684,-0.059126837,0.2988038,-0.02280039,-0.281438512,0.016218661,0.959171237,0,0,0,0,0,0,1,-0.663380097,-0.086061477,-0.530791254,0.076627832,0.130174429,-0.255827474,0.954848206,anger,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,handsOnFace,TRUE,FALSE
0.574755276,-0.075782932,0.175148537,0.077528984,-0.222822892,0.012885789,0.971685737,0,0,0,0,0,0,1,-0.663380097,-0.086061477,-0.530791254,0.076627832,0.130174429,-0.255827474,0.954848206,neutual,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,other,TRUE,FALSE
0.560736338,-0.070917018,0.329534292,0.044318976,-0.21668005,0.024790705,0.974921025,0,0,0,0,0,0,1,1.083096439,-0.23260189,0.566400059,0.066385155,-0.125580022,0.075862574,0.9869486,neutual,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,other,TRUE,FALSE
0.519594958,0.136611852,0.097321042,-0.14880409,-0.330763853,0.166121822,0.916982092,0,0,0,0,0,0,1,1.280956852,0.107936257,0.04968458,-0.175382732,-0.4047301,0.262257475,0.858286351,neutual,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,other,TRUE,TRUE
0.41959743,0.248956357,0.240494102,-0.11314809,-0.307211607,0.285083008,0.9008586,0,0,0,0,0,0,1,1.137999346,0.26772724,0.205830832,-0.243370626,-0.36937696,0.275477783,0.853488952,neutual,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,handsOnFace,TRUE,TRUE
0.643709221,-0.062030765,0.185868329,-0.054518871,-0.189880509,0.04196554,0.979393679,0,0,0,0,0,0,1,0.757175916,-0.286920859,0.800659092,0.043959408,-0.31546605,-0.128470273,0.939172045,neutual,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,other,TRUE,FALSE
0.452668678,-0.093525364,0.630025351,-0.005914868,-0.153989734,-0.113285971,0.981538825,0,0,0,0,0,0,1,0.757175916,-0.286920859,0.800659092,0.043959408,-0.31546605,-0.128470273,0.939172045,neutual,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,armsCrossed,FALSE,FALSE
0.422305758,-0.129198664,0.59399601,-0.001391305,-0.13381685,-0.14308999,0.9806204,0,0,0,0,0,0,1,0.757175916,-0.286920859,0.800659092,0.043959408,-0.31546605,-0.128470273,0.939172045,neutual,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,other,FALSE,FALSE
0.333684558,-0.206121527,0.538571081,0.189841052,-0.131259119,-0.118249653,0.965789024,0,0,0,0,0,0,1,0.757175916,-0.286920859,0.800659092,0.043959408,-0.31546605,-0.128470273,0.939172045,neutual,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,other,FALSE,FALSE
0.408967383,-0.013326705,0.449974359,0.066087169,-0.201709965,0.009427373,0.977167693,0,0,0,0,0,0,1,0.757175916,-0.286920859,0.800659092,0.043959408,-0.31546605,-0.128470273,0.939172045,neutual,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,other,FALSE,FALSE
0.504055417,0.036088375,0.387338122,0.028908401,-0.134328543,0.032810499,0.989971524,0,0,0,0,0,0,1,0.757175916,-0.286920859,0.800659092,0.043959408,-0.31546605,-0.128470273,0.939172045,neutual,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,other,FALSE,FALSE
0.546863239,0.016431607,0.32365163,-0.019891628,-0.141658859,-0.001433119,0.989714624,0,0,0,0,0,0,1,0.757175916,-0.286920859,0.800659092,0.043959408,-0.31546605,-0.128470273,0.939172045,neutual,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,other,FALSE,FALSE
0.333085316,-0.092249204,0.607843166,0.031795743,-0.304192322,-0.092525736,0.947573243,0,0,0,0,0,0,1,0.757175916,-0.286920859,0.800659092,0.043959408,-0.31546605,-0.128470273,0.939172045,neutual,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,armsCrossed,FALSE,FALSE
0.333085316,-0.092249204,0.607843166,0.031795743,-0.304192322,-0.092525736,0.947573243,0,0,0,0,0,0,1,0.757175916,-0.286920859,0.800659092,0.043959408,-0.31546605,-0.128470273,0.939172045,neutual,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,armsCrossed,FALSE,FALSE
0.439092197,-0.058482175,0.457338001,-0.040645332,-0.373350486,-0.056809825,0.925056764,0,0,0,0,0,0,1,0.757175916,-0.286920859,0.800659092,0.043959408,-0.31546605,-0.128470273,0.939172045,neutual,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,other,FALSE,FALSE
0.430638827,-0.005891692,0.420055461,-0.006141053,-0.387509757,0.037008402,0.921101978,0,0,0,0,0,0,1,0.757175916,-0.286920859,0.800659092,0.043959408,-0.31546605,-0.128470273,0.939172045,neutual,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,error,FALSE,FALSE
0.352919727,0.02490997,0.643264546,-0.053898188,-0.39338549,0.021866601,0.917531849,0,0,0,0,0,0,1,0.757175916,-0.286920859,0.800659092,0.043959408,-0.31546605,-0.128470273,0.939172045,neutual,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,error,TRUE,FALSE
0.420302299,-0.092255247,0.582997184,-0.004762745,-0.356432246,-0.044421043,0.933252453,0,0,0,0,0,0,1,0.757175916,-0.286920859,0.800659092,0.043959408,-0.31546605,-0.128470273,0.939172045,neutual,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,error,TRUE,FALSE
0.45483696,-0.183589727,0.678570997,0.122740027,-0.284857168,-0.031507055,0.950157137,0,0,0,0,0,0,1,1.41954318,-0.131775049,-0.069131067,0.133211258,-0.235175906,-0.046101239,0.96167652,neutual,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,handsOnFace,TRUE,FALSE
0.192457765,-0.089410655,0.841431688,0.082708101,-0.53712495,0.055729266,0.837586059,0,0,0,0,0,0,1,1.421095653,-0.124281158,0.222147972,0.142594257,-0.338946493,0.080953711,0.926406309,neutual,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,armsCrossed,TRUE,FALSE
0.137219267,-0.056601694,0.830499266,0.151618767,-0.450480016,0.127854499,0.87047845,0,0,0,0,0,0,1,1.73173054,-0.088947982,-0.041588907,0.112324227,-0.344379112,0.096384353,0.927090261,neutual,,,,,,,,,,,,,,,,,,,handsOnFace,TRUE,FALSE
0.137219267,-0.056601694,0.830499266,0.151618767,-0.450480016,0.127854499,0.87047845,0,0,0,0,0,0,1,1.73173054,-0.088947982,-0.041588907,0.112324227,-0.344379112,0.096384353,0.927090261,neutual,,,,,,,,,,,,,,,,,,,handsOnFace,TRUE,FALSE
0.595714896,-0.033553499,0.249112816,0.045543587,-0.193272743,-0.000927901,0.98008702,0,0,0,0,0,0,1,0.712513959,-0.197565346,0.830238545,0.203680785,-0.586560791,0.233982086,0.748139666,neutual,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,handsOnFace,TRUE,FALSE
0.333939467,-0.024483189,0.557034792,0.021055073,-0.409838093,0.005928091,0.911895981,0,0,0,0,0,0,1,0.905962322,-0.233317705,0.633765216,0.148905681,-0.578351274,0.042209587,0.800971443,neutual,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,armsCrossed,TRUE,FALSE
0.563040149,0.104078258,0.217654436,-0.009168771,-0.23232564,0.164701578,0.958547923,0,0,0,0,0,0,1,0.549639147,-0.05054095,1.207210754,0.139669565,-0.575440792,0.253755008,0.764832467,neutual,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,other,TRUE,FALSE
0.623194159,0.10168958,0.118790706,-0.004404161,-0.213002209,0.176846948,0.960903647,0,0,0,0,0,0,1,0.606655862,-0.098025603,1.123466262,0.091066695,-0.47239073,0.190768629,0.855664178,neutual,,,,,,,,,,,,,,,,,,,other,TRUE,FALSE
0.685714222,0.04158196,0.100445806,0.026003902,0.087340495,0.08646177,0.992078524,0,0,0,0,0,0,1,1.204114943,0.094579566,0.056847357,-0.056167964,-0.372796382,0.019212973,0.926012354,neutual,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,other,TRUE,FALSE
0.659318344,-0.007917297,-0.000756612,-0.154477091,0.09534318,-0.058871756,0.981621425,0,0,0,0,0,0,1,1.048963864,0.105235439,0.23634514,-0.413019275,-0.353129737,0.005301107,0.839455994,happy,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,other,TRUE,FALSE
0.659318344,-0.007917297,-0.000756612,-0.154477091,0.09534318,-0.058871756,0.981621425,0,0,0,0,0,0,1,1.048963864,0.105235439,0.23634514,-0.413019275,-0.353129737,0.005301107,0.839455994,anger,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,1,other,TRUE,FALSE
0.615863959,0.05686964,0.365693432,-0.081419296,-0.006168054,-0.23951435,0.967453218,0,0,0,0,0,0,1,1.115212627,-0.071278562,0.034605169,-0.485845162,-0.315492574,-0.023863429,0.814769569,happy,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,other,TRUE,FALSE
0.553730671,-0.044162319,0.342540303,-0.041098608,-0.111070906,-0.330040594,0.93650807,0,0,0,0,0,0,1,1.115212627,-0.071278562,0.034605169,-0.485845162,-0.315492574,-0.023863429,0.814769569,neutual,,,,,,,,,,,,,,,,,,,other,TRUE,FALSE
0.553730671,-0.044162319,0.342540303,-0.041098608,-0.111070906,-0.330040594,0.93650807,0,0,0,0,0,0,1,1.115212627,-0.071278562,0.034605169,-0.485845162,-0.315492574,-0.023863429,0.814769569,anger,,,,,,,,,,,,,,,,,,,other,TRUE,FALSE
0.726097716,-0.42187988,0.872307099,-0.00206921,-0.416720091,-0.188446611,0.889285083,0,0,0,0,0,0,1,0.626030446,-0.101540545,0.08519814,0.008196057,-0.305612963,-0.102614108,0.946574818,anger,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,handsOnFace,TRUE,FALSE
0.826767918,-0.335537845,0.851489555,0.023943667,-0.305179276,-0.055095285,0.950398243,0,0,0,0,0,0,1,0.515472251,-0.073298994,0.345316861,-0.041777694,-0.315617159,-0.06240789,0.945909979,anger,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,other,TRUE,FALSE
0.576622441,0.280308081,1.06658262,-0.111013083,-0.477038023,0.176571493,0.853775924,0,0,0,0,0,0,1,0.515671376,0.15326223,0.347219191,-0.068387892,-0.119656333,0.114621512,0.983802504,anger,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,other,TRUE,FALSE
1.334535414,-0.045077265,0.21077209,0.176963417,-0.366714391,0.286019322,0.867408469,0,0,0,0,0,0,1,0.558085703,0.068027019,0.416500319,0.010272533,-0.106553732,0.058766708,0.992515618,neutual,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,other,TRUE,FALSE
-0.688634332,0.024931271,-0.093007741,-0.075819814,0.173798745,0.041271233,0.980990335,0,0,0,0,0,0,1,0.615027036,-0.734782129,0.641746942,0.151827256,-0.551862282,-0.224632052,0.788629791,neutual,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,other,FALSE,FALSE
-0.70908546,-0.003707608,-0.16250744,-0.052149019,0.395269356,-0.086679715,0.912978227,0,0,0,0,0,0,1,0.491304118,-0.044691626,0.284298709,-0.159167146,-0.316549982,-0.016849657,0.934974875,anger,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,armsCrossed,FALSE,FALSE
-0.722792595,0.034018252,-0.079981128,-0.150166322,0.42843546,-0.18316732,0.871976413,0,0,0,0,0,0,1,0.499657954,-0.068505091,0.159703369,-0.297053137,-0.283958751,-0.016980158,0.911503448,anger,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,error,FALSE,FALSE
-0.716031751,-0.019325354,-0.061327595,-0.123761278,0.431118138,-0.110773059,0.886876331,0,0,0,0,0,0,1,0.541918931,0.007247053,0.272512404,-0.073530104,-0.287046101,0.094878044,0.950366254,anger,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,error,FALSE,FALSE
-0.693311628,0.000231966,0.10696113,-0.102563538,0.493026117,-0.063104321,0.861640188,0,0,0,0,0,0,1,0.631257451,0.029249104,0.303175638,-0.293949668,-0.223483054,-0.051322281,0.927908908,anger,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,error,FALSE,FALSE
-0.693311628,0.000231966,0.10696113,-0.102563538,0.493026117,-0.063104321,0.861640188,0,0,0,0,0,0,1,0.631257451,0.029249104,0.303175638,-0.293949668,-0.223483054,-0.051322281,0.927908908,anger,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,handsRaised,FALSE,FALSE
-0.693311628,0.000231966,0.10696113,-0.102563538,0.493026117,-0.063104321,0.861640188,0,0,0,0,0,0,1,0.631257451,0.029249104,0.303175638,-0.293949668,-0.223483054,-0.051322281,0.927908908,anger,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,handsRaised,FALSE,FALSE
-0.693311628,0.000231966,0.10696113,-0.102563538,0.493026117,-0.063104321,0.861640188,0,0,0,0,0,0,1,0.631257451,0.029249104,0.303175638,-0.293949668,-0.223483054,-0.051322281,0.927908908,happy,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,other,FALSE,FALSE
-0.693311628,0.000231966,0.10696113,-0.102563538,0.493026117,-0.063104321,0.861640188,0,0,0,0,0,0,1,0.631257451,0.029249104,0.303175638,-0.293949668,-0.223483054,-0.051322281,0.927908908,happy,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,handsRaised,FALSE,FALSE
-0.693311628,0.000231966,0.10696113,-0.102563538,0.493026117,-0.063104321,0.861640188,0,0,0,0,0,0,1,0.631257451,0.029249104,0.303175638,-0.293949668,-0.223483054,-0.051322281,0.927908908,anger,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,other,FALSE,FALSE
-0.693311628,0.000231966,0.10696113,-0.102563538,0.493026117,-0.063104321,0.861640188,0,0,0,0,0,0,1,0.631257451,0.029249104,0.303175638,-0.293949668,-0.223483054,-0.051322281,0.927908908,anger,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,handsRaised,FALSE,FALSE
-0.729454976,0.016263252,-0.239317461,0.012017009,0.068281501,-0.007763895,0.997563507,0,0,0,0,0,0,1,0.521922687,-0.133508548,-0.024249558,-0.071980089,-0.182180891,-0.021568493,0.980389611,happy,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,armsCrossed,FALSE,FALSE
-0.752687643,-0.001097314,-0.260478129,-0.043070234,0.097682913,-0.019614386,0.994091686,0,0,0,0,0,0,1,0.538388405,-0.134589801,-0.004955489,-0.053473552,-0.017079979,-0.019238738,0.99823781,anger,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,handsRaised,FALSE,FALSE
-0.669030004,-0.010108453,-0.080455334,0.000831153,-0.012439456,0.00106166,0.999921718,0,0,0,0,0,0,1,0.532776251,-0.086101704,0.139662961,-0.044934571,-0.163906454,0.01874345,0.985273689,anger,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,handsRaised,FALSE,FALSE
-0.582752192,0.008862512,0.166951357,-0.061333537,0.065430529,-0.009298603,0.995926995,0,0,0,0,0,0,1,0.604737765,-0.088067487,0.119520187,-0.032898777,-0.021437179,0.004703605,0.999217691,anger,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,armsCrossed,FALSE,FALSE
-0.6818384,-0.001275141,0.019804914,-0.074780797,0.119380348,0.031308196,0.989533204,0,0,0,0,0,0,1,0.587068418,-0.093228538,0.046871817,-0.091539506,-0.091143197,-0.0080621,0.991588846,anger,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,armsCrossed,FALSE,FALSE
-0.677243881,0.043127981,-0.006130489,-0.042659661,0.298403589,0.012695306,0.953401427,0,0,0,0,0,0,1,0.55138314,-0.135136443,-0.02064985,-0.1043445,-0.070933337,-0.038526754,0.991259994,anger,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,handsRaised,FALSE,FALSE
-0.677243881,0.043127981,-0.006130489,-0.042659661,0.298403589,0.012695306,0.953401427,0,0,0,0,0,0,1,0.55138314,-0.135136443,-0.02064985,-0.1043445,-0.070933337,-0.038526754,0.991259994,anger,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,other,FALSE,FALSE
-0.63831776,0.036661435,0.109894128,0.014533954,0.336917612,0.004798976,0.941409718,0,0,0,0,0,0,1,0.601650415,-0.112075663,0.091195844,-0.000613886,0.042393505,0.004295741,0.999091568,anger,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,error,FALSE,FALSE
-0.665228406,7.11E-05,0.251973093,-0.143996786,0.136061685,0.100329344,0.975031367,0,0,0,0,0,0,1,-0.099992224,0.081163507,-0.716530226,-0.023934571,0.119664566,0.09519936,0.9879497,neutual,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,armsCrossed,TRUE,FALSE
-0.649571551,0.118561159,0.271119525,-0.340987452,0.092172947,0.136865554,0.925472596,0,0,0,0,0,0,1,-0.035013617,-0.059721971,-0.414829826,-0.135363292,0.164066416,0.059444025,0.975307848,neutual,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,armsCrossed,TRUE,FALSE
1.238258944,-0.158332881,0.535069016,-0.024800428,-0.411686062,-0.001919321,0.910986192,0,0,0,0,0,0,1,0.605451389,0.003730459,0.25358466,0.111626283,-0.178420151,-0.03300862,0.977044653,neutual,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,armsCrossed,TRUE,FALSE
1.221356827,0.043539548,0.529136046,-0.00939499,-0.411342031,0.074238712,0.90840414,0,0,0,0,0,0,1,0.63034644,0.103629314,-0.052048141,0.127687233,-0.156897379,0.068908372,0.976898572,neutual,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,armsCrossed,TRUE,FALSE
0.526659859,-0.210333566,-0.134504587,-0.178383672,-0.230279157,-0.021615062,0.956390906,0,0,0,0,0,0,1,-0.686707131,-0.015340243,0.059653863,-0.081134451,0.150933391,0.029811958,0.984757615,neutual,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,other,FALSE,FALSE
0.522513446,-0.177242958,0.025568944,-0.254778108,-0.335787227,-0.091177653,0.902231506,0,0,0,0,0,0,1,-0.677837078,-0.022056436,0.051966255,-0.019233954,0.060317034,0.085565283,0.99431911,anger,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,armsCrossed,FALSE,FALSE
0.52090797,-0.160764257,0.019753412,-0.353392977,-0.383423202,-0.197843132,0.830035027,0,0,0,0,0,0,1,-0.679938719,-0.05150398,0.015243936,-0.003936795,0.01791755,0.112752843,0.993453703,anger,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,other,FALSE,FALSE
0.530636383,-0.163616975,-0.086662593,-0.362120021,-0.23188494,-0.215586363,0.87671032,0,0,0,0,0,0,1,-0.658626795,-0.056694384,0.075550184,0.03869762,0.075329369,0.125969388,0.988412714,anger,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,other,FALSE,FALSE
0.542527759,-0.123032541,0.185022757,-0.239619762,-0.316353843,-0.095186584,0.912930518,0,0,0,0,0,0,1,-0.665579426,-0.039239979,0.073303326,0.006512111,0.114446846,0.11688036,0.986508233,anger,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,other,FALSE,FALSE
0.551692768,-0.123447952,0.21904403,-0.343228495,-0.334276351,-0.183257143,0.858411522,0,0,0,0,0,0,1,-0.67037202,-0.046203179,0.112770658,-0.00233975,0.097394488,0.08481945,0.991622156,anger,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,other,FALSE,FALSE
0.536148429,-0.152058013,0.031709656,-0.24404813,-0.32674046,-0.115067733,0.905781761,0,0,0,0,0,0,1,-0.678000064,-0.04949441,0.080431968,-0.002064801,0.089663061,0.084265603,0.992398902,anger,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,other,FALSE,FALSE
0.531181554,-0.153162331,0.003445561,-0.024585689,-0.307012129,0.123704094,0.943311398,0,0,0,0,0,0,1,-0.635538029,-0.021101671,0.144371445,-0.034035876,0.171900068,0.077538296,0.981468155,neutual,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,armsCrossed,FALSE,FALSE
0.545782527,-0.102888265,0.182072988,-0.094472216,-0.382660684,0.059062811,0.917146327,0,0,0,0,0,0,1,-0.76416605,-0.090049526,-0.080896909,-0.116230739,0.052190519,0.04496186,0.990830458,neutual,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,armsCrossed,FALSE,FALSE
0.56782194,-0.086182755,0.272245442,-0.055681311,-0.275676678,-0.013952068,0.95953494,0,0,0,0,0,0,1,-0.714245716,-0.135705327,-0.099952879,-0.186984744,-0.002274263,-0.020934488,0.982137099,neutual,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,error,FALSE,FALSE
