head0_head0_trans_x,head0_head1_trans_x,head0_head2_trans_x,head0_head2_trans_z,head0_head2_ori_y,head0_head2_ori_w,head0_AU28,head0_AU05,head0_AU20,head0_AU02,Class_P0,ClassP1
0,0.794705097,0.674185291,-0.101562651,-0.468610722,0.840314639,0,1,1,1,TRUE,TRUE
0,0.794705097,0.568422917,-0.203456788,-0.29112073,0.935812537,0,1,1,1,TRUE,TRUE
0,0.794705097,0.568422917,-0.203456788,-0.29112073,0.935812537,0,0,1,1,TRUE,TRUE
0,0.794705097,0.568422917,-0.203456788,-0.29112073,0.935812537,,,,,TRUE,TRUE
0,-0.629111885,0.608161802,-0.019102919,0.050900975,0.989537621,1,0,1,1,FALSE,TRUE
0,-0.597261351,0.600369838,-0.033212772,0.067544528,0.994513639,1,0,1,1,FALSE,TRUE
0,-0.597316634,0.613530626,-0.177104715,-0.062453326,0.99784048,0,1,0,0,FALSE,TRUE
0,-0.530561664,0.527459037,-0.205519181,-0.163552018,0.985155978,1,1,0,0,FALSE,TRUE
0,-0.528218444,0.511749827,-0.308522215,-0.21111399,0.977108507,0,0,1,0,FALSE,TRUE
0,-0.528218444,0.527855634,-0.157561047,-0.296857223,0.953387716,1,0,0,1,FALSE,TRUE
0,-0.58838232,0.517482672,-0.198663467,-0.265092294,0.962993834,0,1,0,1,FALSE,TRUE
0,-0.417241662,0.495645116,-0.115407058,-0.111677291,0.988040363,0,1,0,1,FALSE,TRUE
0,-0.50289098,0.558103495,-0.143839317,-0.076095445,0.953353016,0,0,0,1,FALSE,TRUE
0,-0.50289098,0.558103495,-0.143839317,-0.076095445,0.953353016,1,0,0,1,FALSE,TRUE
0,0.389167301,-0.554910301,-0.059267403,-0.07927797,0.947666224,0,0,1,0,FALSE,TRUE
0,0.499763735,-0.742963791,-0.223572565,0.320188985,0.857777418,0,1,1,1,FALSE,TRUE
0,-0.566012855,-0.774137046,-0.263096393,0.30497909,0.857241247,0,1,1,1,FALSE,TRUE
0,-0.594405864,-0.774137046,-0.263096393,0.30497909,0.857241247,0,1,0,1,FALSE,TRUE
0,-0.64527742,0.568552335,0.009857429,0.093137885,0.994230435,0,1,1,1,FALSE,TRUE
0,-0.486517226,0.514646211,-0.539268042,-0.09713024,0.990567658,1,0,0,1,TRUE,TRUE
0,-0.534973571,0.460021714,-0.470681965,-0.032343653,0.988420708,1,0,0,1,TRUE,TRUE
0,-0.65692179,0.493130666,-0.01509253,0.026899355,0.99369309,1,1,0,1,FALSE,TRUE
0,-0.631507462,0.493130666,-0.01509253,0.026899355,0.99369309,0,1,1,0,FALSE,FALSE
0,-0.582226574,0.493130666,-0.01509253,0.026899355,0.99369309,0,0,1,1,FALSE,FALSE
0,-0.482574442,0.493130666,-0.01509253,0.026899355,0.99369309,0,0,1,0,FALSE,FALSE
0,-0.553669819,0.493130666,-0.01509253,0.026899355,0.99369309,0,0,1,0,FALSE,FALSE
0,-0.59059611,0.493130666,-0.01509253,0.026899355,0.99369309,0,0,1,0,FALSE,FALSE
0,-0.615730484,0.493130666,-0.01509253,0.026899355,0.99369309,0,1,1,1,FALSE,FALSE
0,-0.630538276,0.493130666,-0.01509253,0.026899355,0.99369309,0,0,0,0,FALSE,FALSE
0,-0.630538276,0.493130666,-0.01509253,0.026899355,0.99369309,0,0,1,0,FALSE,FALSE
0,-0.636233211,0.493130666,-0.01509253,0.026899355,0.99369309,0,1,1,1,FALSE,FALSE
0,-0.59937165,0.493130666,-0.01509253,0.026899355,0.99369309,0,1,1,1,FALSE,FALSE
0,-0.708256262,0.493130666,-0.01509253,0.026899355,0.99369309,0,1,1,1,FALSE,TRUE
0,-0.70729025,0.493130666,-0.01509253,0.026899355,0.99369309,0,1,1,1,FALSE,TRUE
0,-0.76602415,0.40054417,-1.144660925,0.049025012,0.99853822,1,1,1,0,FALSE,TRUE
0,-0.844667397,-0.051008878,-1.340735102,0.212447939,0.974306819,1,1,1,1,FALSE,TRUE
0,-0.755704932,0.174683729,-1.654480571,0.118113558,0.991501635,0,0,1,0,FALSE,TRUE
0,-0.755704932,0.174683729,-1.654480571,0.118113558,0.991501635,0,1,1,0,FALSE,TRUE
0,-0.646215398,0.331367969,0.505623887,-0.419440233,0.85566743,0,0,1,0,FALSE,TRUE
0,-0.638391993,0.458145515,-0.359407346,-0.192551705,0.969549583,0,0,0,1,FALSE,TRUE
0,-0.601302832,0.377043474,0.897691105,-0.399227804,0.907331475,1,1,1,1,FALSE,TRUE
0,-0.610858428,0.327443922,0.93362382,-0.288608658,0.956166876,0,0,1,0,FALSE,TRUE
0,-0.655367279,0.519432989,0.047360172,-0.445365668,0.88631735,0,0,1,1,FALSE,TRUE
0,-0.644037428,0.323380766,0.334543038,-0.451810188,0.853849408,0,0,1,0,FALSE,TRUE
0,-0.644037428,0.323380766,0.334543038,-0.451810188,0.853849408,0,0,1,0,FALSE,TRUE
0,-0.537485234,0.435566513,0.168802634,-0.410494912,0.861729687,0,1,1,1,FALSE,TRUE
0,-0.526886518,0.435566513,0.168802634,-0.410494912,0.861729687,1,0,1,1,FALSE,TRUE
0,-0.526886518,0.435566513,0.168802634,-0.410494912,0.861729687,,,,,FALSE,TRUE
0,-1.210221864,-0.749012011,-0.388150905,0.124436543,0.988450249,0,0,1,1,FALSE,TRUE
0,-1.19947904,-0.575003551,-0.233025781,-0.015085898,0.997749067,0,1,1,1,FALSE,TRUE
0,-1.21942117,-0.638939044,-0.324870601,0.36650237,0.924858354,1,0,0,1,FALSE,TRUE
0,-0.896160995,-0.247430484,0.494424911,0.279005566,0.918617516,1,0,0,1,FALSE,TRUE
0,0.611028153,0.620013865,0.109211083,-0.324875287,0.945702813,0,0,1,0,FALSE,FALSE
0,0.360298834,0.496994724,1.180892563,-0.671488027,0.738250131,0,1,1,0,FALSE,FALSE
0,0.368829742,0.571686408,1.110753516,-0.689986312,0.720869096,0,0,1,0,FALSE,FALSE
0,0.381217116,0.505276732,1.199254142,-0.684181905,0.717696804,0,0,1,0,FALSE,FALSE
0,0.440277466,0.49982277,1.242549036,-0.663331006,0.722727799,0,0,1,0,FALSE,FALSE
0,0.440277466,0.951678936,0.769962324,-0.600456801,0.784109812,0,1,1,1,FALSE,FALSE
0,0.440277466,0.988360268,0.462861538,-0.582148261,0.767486722,0,0,1,1,FALSE,FALSE
0,0.440277466,1.145157366,0.344502979,-0.511916218,0.829361446,0,0,1,1,FALSE,FALSE
0,0.440277466,1.175406608,0.349112468,-0.45399875,0.876555592,0,0,1,1,FALSE,FALSE
0,0.440277466,1.219528334,0.34879339,-0.243511714,0.967898459,0,1,0,1,FALSE,FALSE
0,0.440277466,1.221994014,0.403366803,-0.245130561,0.966954359,0,1,1,0,FALSE,FALSE
0,0.690143357,1.212293329,0.386991992,-0.249497517,0.964863784,0,1,0,0,FALSE,FALSE
0,0.687544489,1.222579218,0.491701898,-0.114710076,0.993351959,0,1,0,0,FALSE,FALSE
0,0.670844323,1.206748099,0.19028302,-0.151574071,0.987218018,1,1,1,1,FALSE,FALSE
0,0.599465008,1.185817724,0.097725813,-0.087323609,0.995719288,1,1,1,1,FALSE,FALSE
0,0.665895172,1.219673835,0.305548905,-0.205096614,0.976922368,0,0,1,0,FALSE,FALSE
0,0.552974752,1.01792594,0.670021986,-0.360455261,0.927864122,0,1,1,0,FALSE,FALSE
0,0.552974752,1.01792594,0.670021986,-0.360455261,0.927864122,0,0,1,0,FALSE,FALSE
0,0.562379283,0.96746302,0.775896837,-0.296636508,0.954849322,0,1,1,1,FALSE,FALSE
